shape,price,carat,color,clarity,type,cut
Round,1800,0.42,D,IF,natural,0
Round,540,0.3,F,SI2,natural,0
Round,1190,0.41,G,VS1,natural,0
Round,1200,0.4,G,VS1,natural,0
Pear,590,0.53,G,VS1,lab,0
Round,620,0.3,E,SI2,natural,1
Round,1620,0.5,D,VS2,natural,0
Round,1700,0.5,E,VS1,natural,1
Round,450,0.41,G,VS2,lab,0
Round,820,0.3,E,VS2,natural,0
Round,550,0.26,G,VS2,natural,0
Oval,4440,2.01,I,SI2,lab,0
Emerald,620,0.3,G,VVS2,natural,0
Round,2220,0.5,G,VS1,natural,0
Round,5890,1.2,E,SI2,natural,0
Cushion,2680,1.01,G,SI2,natural,0
Round,3560,1.0,J,VS1,natural,1
Round,1680,0.5,E,SI1,natural,0
Round,2420,0.6,G,VVS2,natural,0
Oval,3400,0.9,D,SI2,natural,1
Oval,1330,0.84,E,VS2,lab,1
Round,1400,1.02,J,VS1,lab,0
Cushion,3140,1.01,I,SI1,natural,0
Cushion,6250,1.84,F,VVS2,lab,0
Round,350,0.3,E,VS1,lab,1
Round,2230,0.6,G,VS2,natural,0
Round,450,0.32,J,VS2,natural,0
Round,900,0.4,H,SI1,natural,1
Oval,420,0.4,F,VS1,lab,1
Round,850,0.3,G,VVS2,natural,0
Round,810,0.3,E,VS2,natural,0
Round,1130,0.76,H,VVS2,lab,0
Round,800,0.3,D,VS1,natural,1
Marquise,780,0.6,E,VS1,lab,0
Oval,5650,1.21,G,SI2,natural,0
Princess,540,0.35,F,SI2,natural,1
Princess,6420,2.08,G,VS2,lab,0
Round,1130,0.35,F,VVS2,natural,0
Round,4030,0.85,G,VVS2,natural,0
Oval,670,0.31,D,SI2,natural,0
Round,4890,2.0,I,VS2,lab,0
Princess,4200,1.0,G,VS2,natural,0
Round,6000,1.8,F,VS1,lab,0
Round,4990,1.01,F,SI1,natural,1
Round,4490,0.71,E,VVS1,natural,0
Oval,1140,0.8,F,SI1,lab,0
Marquise,3520,1.0,G,SI2,natural,1
Round,1160,0.4,F,VS1,natural,0
Round,3030,1.5,I,VVS2,lab,0
Pear,1040,0.74,E,SI1,lab,0
Round,950,0.3,E,VVS2,natural,0
Round,1150,0.4,D,VS1,natural,0
Round,800,0.3,D,VS2,natural,1
Round,1100,0.37,D,VS1,natural,0
Oval,1390,0.93,G,SI1,lab,0
Round,850,0.3,D,VS2,natural,0
Round,7190,2.08,G,VS1,lab,0
Round,1740,0.52,E,VS1,natural,0
Emerald,2710,0.81,G,VS2,natural,0
Princess,4290,1.0,E,VS1,natural,1
Round,1750,0.5,D,VVS2,natural,1
Round,2380,0.7,E,SI2,natural,0
Cushion,1020,0.53,I,VVS2,natural,0
Marquise,580,0.58,H,VS2,lab,0
Princess,590,0.36,E,SI2,natural,0
Round,680,0.3,F,VVS1,natural,0
Round,1850,1.15,J,VS1,lab,0
Round,1610,1.01,J,VS2,lab,0
Oval,5150,1.01,D,SI2,natural,0
Round,4270,2.01,J,SI1,lab,0
Round,2720,1.8,J,SI1,lab,0
Round,3050,0.73,H,VVS1,natural,0
Princess,2410,1.11,F,VS1,lab,0
Heart,620,0.33,F,SI1,natural,0
Oval,3780,2.0,I,SI2,lab,0
Round,1420,0.49,F,SI1,natural,0
Marquise,2740,0.71,F,SI1,natural,1
Round,5290,0.96,F,SI1,natural,0
Round,1720,1.12,I,SI2,lab,0
Pear,11130,1.5,H,VVS2,natural,1
Oval,940,0.3,D,VVS1,natural,0
Oval,660,0.3,D,VS2,natural,0
Round,2280,1.27,I,VS1,lab,0
Pear,640,0.58,H,VVS2,lab,1
Oval,6250,1.82,E,VS1,lab,0
Round,1710,1.1,I,VS2,lab,0
Pear,750,0.31,D,VS1,natural,1
Round,3240,1.22,G,VVS1,lab,0
Round,3050,0.65,E,VS1,natural,0
Marquise,480,0.3,F,SI1,natural,1
Round,2450,1.02,G,VVS2,lab,0
Princess,12010,2.2,J,VS2,natural,0
Round,4380,0.9,I,VVS2,natural,0
Pear,670,0.5,E,VVS2,lab,0
Oval,700,0.3,D,VS1,natural,0
Pear,740,0.32,E,VVS1,natural,0
Round,2680,1.55,I,VS2,lab,0
Round,850,0.4,J,VS1,natural,1
Round,580,0.3,F,SI2,natural,0
Round,1250,0.76,G,VVS2,lab,0
Round,2310,0.5,D,VS2,natural,0
Emerald,24530,3.93,E,VS1,lab,1
Oval,2400,1.0,E,VS1,lab,0
Round,1980,1.07,I,VVS1,lab,0
Round,1120,0.3,E,VVS1,natural,0
Oval,1160,0.78,F,VS2,lab,0
Oval,380,0.36,E,VVS2,lab,1
Oval,790,0.3,D,VS1,natural,0
Round,860,0.3,F,VVS2,natural,0
Round,4490,1.7,G,VS2,lab,0
Cushion,15820,2.57,E,SI2,natural,1
Pear,4810,1.0,E,SI1,natural,0
Round,410,0.31,D,VS2,lab,0
Princess,2870,0.76,E,VVS2,natural,0
Round,3420,0.71,G,VS2,natural,0
Round,2980,1.85,J,SI1,lab,0
Round,640,0.26,D,VS1,natural,0
Round,3820,1.01,G,SI2,natural,0
Round,3280,1.1,D,VVS2,lab,0
Marquise,860,0.32,E,VVS2,natural,1
Round,5730,1.0,H,VVS1,natural,1
Cushion,14670,2.02,D,SI1,natural,0
Round,2550,0.52,E,VVS2,natural,0
Round,2850,0.59,D,VVS1,natural,0
Round,1090,0.4,E,VS2,natural,0
Round,940,0.35,G,VS2,natural,0
Pear,340,0.32,D,VS1,lab,0
Round,1710,1.11,I,VS2,lab,0
Round,1940,1.22,I,VS1,lab,0
Asscher,710,0.59,F,VS1,lab,1
Round,1500,1.22,J,SI1,lab,0
Cushion,3470,1.51,H,VS2,lab,0
Cushion,5020,1.01,D,VS1,natural,0
Pear,680,0.4,F,SI2,natural,0
Round,1690,0.43,E,IF,natural,0
Round,3940,1.52,G,VS1,lab,0
Round,6560,0.96,E,VS1,natural,0
Round,1030,0.3,F,IF,natural,0
Princess,530,0.3,G,VVS1,natural,0
Round,1700,0.44,D,VVS1,natural,0
Round,2030,0.55,E,SI1,natural,0
Round,4240,1.05,J,SI2,natural,0
Round,2580,0.69,H,VS1,natural,0
Round,360,0.34,H,VS2,lab,0
Oval,4140,2.02,J,VS2,lab,1
Round,620,0.29,G,VVS2,natural,1
Round,7230,1.0,E,VS1,natural,0
Pear,580,0.3,G,VS1,natural,0
Round,4080,0.71,D,VS1,natural,0
Round,930,0.32,G,VS1,natural,0
Round,790,0.32,D,VS2,natural,0
Round,1140,0.4,F,VS2,natural,0
Oval,680,0.3,D,VS2,natural,0
Round,1660,0.5,G,SI1,natural,1
Pear,1420,0.5,E,VS1,natural,0
Cushion,4310,0.9,F,VVS1,natural,0
Emerald,3460,0.71,D,IF,natural,0
Cushion,310,0.32,G,VS2,lab,1
Pear,670,0.52,E,VS1,lab,0
Round,1090,0.32,E,IF,natural,0
Round,860,0.3,D,VS1,natural,1
Emerald,1970,0.71,E,SI2,natural,0
Round,1180,0.84,E,SI1,lab,0
Round,510,0.31,G,SI2,natural,1
Round,820,0.3,D,VS2,natural,0
Emerald,1450,0.9,F,VS2,lab,0
Round,3490,1.86,I,VS2,lab,0
Round,810,0.3,F,VVS2,natural,0
Round,9450,1.5,H,VS2,natural,1
Emerald,1720,0.59,G,VS1,natural,0
Pear,1140,0.5,F,SI2,natural,1
Oval,1020,0.73,G,VS2,lab,0
Round,2840,1.16,E,VS1,lab,0
Round,2940,1.9,J,SI2,lab,0
Pear,400,0.41,H,VS2,lab,1
Oval,1120,0.81,E,SI1,lab,0
Round,1810,0.48,F,VVS1,natural,0
Round,1900,0.75,I,SI1,natural,1
Round,2050,0.7,G,SI2,natural,1
Marquise,370,0.37,G,VS2,lab,1
Oval,600,0.5,E,VS2,lab,1
Round,1300,0.4,E,VS2,natural,0
Princess,920,0.5,E,SI1,natural,1
Oval,1030,0.4,H,VS2,natural,0
Oval,710,0.31,F,VS2,natural,0
Oval,5900,2.5,I,SI2,lab,1
Round,5260,1.0,J,VVS2,natural,0
Emerald,910,0.4,F,VVS2,natural,1
Round,1180,0.4,D,VS2,natural,0
Princess,10750,2.81,G,VS2,lab,0
Round,1020,0.3,D,VVS2,natural,0
Heart,630,0.34,I,VS1,natural,0
Round,560,0.5,D,SI2,lab,0
Oval,700,0.51,D,VS2,lab,1
Oval,590,0.52,G,VS1,lab,0
Round,1560,1.03,H,SI1,lab,0
Princess,840,0.41,G,VS1,natural,1
Princess,1450,0.53,D,VVS2,natural,1
Round,670,0.25,D,VVS2,natural,0
Princess,1060,0.74,H,VS1,lab,0
Oval,3860,2.01,J,SI1,lab,0
Cushion,9930,1.7,H,SI1,natural,0
Round,740,0.65,D,SI2,lab,0
Oval,3000,1.56,I,SI1,lab,0
Pear,310,0.3,F,VS1,lab,0
Round,1870,0.5,D,SI1,natural,0
Round,2090,0.54,D,VVS1,natural,0
Round,790,0.3,E,VS2,natural,0
Round,420,0.37,D,SI1,lab,0
Pear,470,0.5,I,SI1,lab,1
Round,1300,0.53,D,SI2,natural,1
Round,840,0.33,D,SI2,natural,0
Round,2200,0.59,G,SI1,natural,0
Round,810,0.33,F,SI2,natural,0
Round,1710,0.58,J,VS1,natural,0
Round,770,0.31,D,VS1,natural,0
Round,4610,0.9,E,VVS2,natural,1
Round,640,0.28,F,VS1,natural,0
Round,3610,0.7,F,VS1,natural,0
Round,620,0.36,J,VS2,natural,0
Pear,3660,0.9,I,VVS2,natural,0
Round,9230,1.6,H,SI2,natural,0
Round,4640,1.01,J,VVS2,natural,0
Marquise,3680,0.9,D,VS1,natural,1
Emerald,22030,3.53,E,VS1,lab,0
Round,590,0.25,G,VVS2,natural,0
Round,830,0.3,E,VVS1,natural,1
Round,770,0.31,E,VS1,natural,0
Round,650,0.31,E,SI2,natural,0
Round,3320,0.7,E,VVS2,natural,0
Cushion,4190,1.59,H,VS2,lab,1
Emerald,4530,1.0,G,VS2,natural,0
Oval,720,0.34,F,VS2,natural,0
Round,950,0.32,E,VVS1,natural,0
Round,2830,0.54,E,VVS1,natural,0
Round,1570,0.4,E,VVS1,natural,0
Round,1320,0.75,E,VS1,lab,0
Round,1970,1.19,G,SI1,lab,0
Round,2170,1.32,I,VS1,lab,0
Oval,6070,2.08,H,VVS2,lab,0
Round,740,0.51,F,VVS1,lab,0
Round,960,0.31,F,IF,natural,0
Round,920,0.3,G,VVS1,natural,0
Round,880,0.3,D,VS2,natural,0
Emerald,14840,1.7,F,VVS2,natural,0
Round,1610,1.01,J,VS2,lab,0
Pear,1210,1.05,J,VS2,lab,0
Emerald,7320,2.0,G,VS1,lab,0
Round,1140,0.31,D,VVS1,natural,0
Round,1160,0.37,D,VS1,natural,0
Pear,2850,0.7,E,SI1,natural,0
Oval,4250,2.07,J,VS2,lab,1
Pear,680,0.63,D,SI2,lab,0
Round,3690,1.18,F,VS1,lab,0
Round,1120,0.36,G,IF,natural,0
Round,2380,1.17,H,VS2,lab,0
Round,4650,0.9,H,VVS2,natural,1
Round,5070,0.85,G,VVS1,natural,0
Pear,740,0.35,F,VS2,natural,0
Round,340,0.3,D,SI1,lab,0
Oval,5300,1.01,H,VS2,natural,0
Round,8770,2.05,F,VS1,lab,0
Round,590,0.54,E,SI2,lab,0
Pear,560,0.59,I,SI1,lab,1
Round,1340,0.4,G,VS1,natural,0
Emerald,1890,0.8,F,SI1,natural,0
Round,390,0.33,E,VVS2,lab,0
Round,1060,0.32,F,IF,natural,0
Oval,11040,2.51,F,VVS2,lab,0
Round,390,0.31,D,VVS2,lab,0
Heart,4080,2.0,I,VS2,lab,1
Round,5650,0.95,E,VS2,natural,0
Round,1100,0.9,J,SI2,lab,0
Round,6080,2.34,H,SI1,lab,0
Round,3170,0.9,I,SI1,natural,1
Round,740,0.3,H,VVS1,natural,0
Round,2650,0.6,H,VVS2,natural,0
Round,470,0.3,F,SI1,natural,1
Round,750,0.32,E,SI2,natural,0
Round,5410,1.0,H,SI1,natural,0
Round,2250,0.5,F,VVS2,natural,0
Oval,4260,2.0,I,VS2,lab,0
Emerald,1210,0.54,D,SI1,natural,0
Oval,950,0.3,D,VVS1,natural,0
Round,1930,0.55,H,VVS1,natural,0
Round,1120,0.4,F,VS2,natural,1
Pear,540,0.3,E,SI1,natural,1
Round,2020,0.5,H,VS2,natural,0
Oval,3130,1.59,I,VS2,lab,0
Round,820,0.36,G,VS2,natural,0
Round,7570,1.7,G,SI2,natural,1
Round,1110,0.4,H,VVS1,natural,0
Round,2660,0.81,J,VS1,natural,0
Round,1430,1.21,J,SI1,lab,0
Cushion,1950,1.01,F,VS2,lab,1
Round,3770,1.0,H,SI1,natural,1
Round,830,0.3,E,VVS1,natural,0
Round,810,0.4,G,SI1,natural,0
Round,1070,0.3,D,VVS2,natural,0
Round,2880,1.15,F,VS1,lab,0
Princess,900,0.51,G,SI1,natural,1
Emerald,3550,2.0,J,SI1,lab,0
Round,14370,3.11,D,SI1,lab,0
Emerald,22880,2.2,G,VS1,natural,1
Emerald,9980,2.4,E,VS1,lab,1
Round,9820,1.4,H,VS2,natural,0
Round,2510,0.61,F,VS1,natural,0
Round,3040,0.91,H,SI2,natural,1
Round,1620,0.81,F,VVS1,lab,0
Round,2170,0.52,G,VS2,natural,0
Round,1300,0.33,D,VVS1,natural,0
Pear,1200,0.82,G,VS2,lab,0
Round,1210,0.4,D,VVS2,natural,1
Round,1460,0.4,E,VVS1,natural,0
Round,580,0.3,F,SI2,natural,0
Cushion,3990,1.51,H,VS2,lab,1
Round,2510,1.26,H,VVS2,lab,0
Round,990,0.34,F,VVS1,natural,0
Princess,16590,3.0,F,VVS2,lab,1
Emerald,2110,0.73,D,VS2,natural,1
Cushion,3680,2.0,I,SI1,lab,0
Marquise,1100,0.5,J,SI1,natural,1
Cushion,330,0.33,F,VS1,lab,1
Oval,3400,0.96,J,SI1,natural,0
Round,2190,0.57,D,SI1,natural,0
Round,900,0.31,D,VS1,natural,0
Emerald,540,0.3,F,VS2,natural,1
Round,14350,1.7,H,VVS1,natural,0
Round,1620,1.02,I,VS1,lab,0
Round,350,0.3,D,VS2,lab,0
Heart,590,0.3,F,SI1,natural,1
Round,1210,0.52,J,SI1,natural,0
Emerald,4760,1.51,D,VS2,lab,1
Round,2530,1.14,G,VS2,lab,0
Round,370,0.31,D,VS1,lab,0
Oval,2460,0.73,E,SI2,natural,0
Round,1990,0.6,F,VVS2,natural,1
Oval,1100,0.42,E,VS1,natural,1
Round,3830,1.01,J,SI1,natural,1
Oval,4600,2.01,I,SI2,lab,0
Heart,2930,1.0,F,SI2,natural,1
Round,4280,1.65,G,VS1,lab,0
Oval,650,0.3,F,VVS1,natural,1
Round,340,0.3,D,SI1,lab,0
Round,5600,0.9,D,VS2,natural,0
Round,2360,0.5,D,VVS2,natural,0
Round,8470,1.11,E,VS2,natural,0
Round,13140,1.4,E,VVS1,natural,0
Round,2280,0.56,H,VS2,natural,0
Round,3900,1.57,G,SI1,lab,0
Pear,1040,0.7,G,VS2,lab,0
Emerald,2190,1.04,F,VS1,lab,1
Round,1950,0.5,D,VS1,natural,1
Round,2140,0.56,H,VVS2,natural,0
Oval,3180,0.84,D,SI1,natural,0
Emerald,1190,0.77,E,VS2,lab,0
Round,60050,5.32,D,VVS2,lab,0
Pear,640,0.52,D,SI1,lab,1
Round,830,0.54,I,SI2,lab,0
Round,600,0.32,I,SI1,natural,0
Round,1120,0.33,F,VVS1,natural,0
Oval,4650,1.01,I,VS2,natural,0
Oval,1350,0.5,G,SI1,natural,0
Round,20980,2.0,F,VS1,natural,1
Round,1340,0.41,G,VS1,natural,0
Round,7470,0.9,D,VVS1,natural,0
Round,2430,0.7,H,SI1,natural,0
Round,18000,2.03,F,SI1,natural,0
Round,2440,0.8,F,SI2,natural,0
Round,780,0.3,F,VS1,natural,1
Round,2050,0.5,F,VVS1,natural,1
Round,1880,1.15,I,VVS2,lab,0
Pear,5610,1.61,E,VVS2,lab,0
Round,740,0.26,D,VVS2,natural,0
Round,5840,1.02,D,SI1,natural,0
Oval,1570,1.05,I,VS1,lab,0
Princess,760,0.6,G,VVS2,lab,0
Round,6780,2.36,H,VS2,lab,0
Pear,1300,0.87,F,VS2,lab,1
Princess,6210,1.5,E,SI2,natural,0
Round,3460,1.66,I,VS1,lab,0
Round,770,0.56,E,VS2,lab,1
Emerald,1180,0.7,E,VS1,lab,0
Pear,1170,0.5,F,SI1,natural,0
Oval,720,0.59,E,VS2,lab,0
Pear,1320,0.71,D,VS1,lab,0
Round,2100,1.2,I,VS2,lab,0
Round,2220,1.34,E,SI2,lab,0
Round,10730,2.0,H,SI2,natural,0
Round,1680,1.23,J,VS1,lab,0
Round,6110,0.8,D,VVS1,natural,0
Round,1260,1.17,J,SI2,lab,0
Round,4310,1.0,H,SI2,natural,0
Round,3680,0.96,H,SI2,natural,0
Round,4610,0.8,F,VVS2,natural,0
Pear,1120,0.84,F,SI1,lab,0
Round,3890,0.72,F,VS1,natural,0
Emerald,2090,0.7,H,VS2,natural,1
Round,490,0.43,F,VS1,lab,0
Oval,850,0.33,E,VS1,natural,0
Round,2370,0.5,D,VS1,natural,0
Round,1620,1.02,I,VS1,lab,0
Emerald,660,0.3,D,VS2,natural,0
Round,970,0.3,E,VS2,natural,0
Round,2310,1.66,I,SI2,lab,0
Round,1920,0.5,F,VVS1,natural,1
Round,440,0.35,E,VVS1,lab,0
Round,10260,1.23,F,VVS2,natural,0
Oval,2670,1.2,H,VS1,lab,1
Round,720,0.3,G,SI1,natural,0
Round,2200,0.5,D,VVS1,natural,0
Round,590,0.25,F,VVS2,natural,0
Oval,9740,1.79,J,SI2,natural,0
Round,670,0.53,E,VS2,lab,0
Round,3250,1.28,F,VS1,lab,0
Round,1860,1.04,I,VS2,lab,0
Cushion,320,0.31,F,VVS2,lab,1
Round,500,0.43,E,VS1,lab,0
Round,2520,0.7,H,VS1,natural,1
Round,2820,0.8,E,SI2,natural,0
Round,400,0.3,J,SI2,natural,1
Radiant,6450,2.09,G,VS2,lab,0
Round,11330,1.02,E,VVS1,natural,0
Round,3120,0.7,D,VS2,natural,0
Pear,350,0.34,E,VS2,lab,0
Oval,470,0.51,J,SI1,lab,0
Princess,830,0.42,I,VS2,natural,0
Round,1880,1.16,I,VVS2,lab,0
Round,13730,1.42,G,VVS1,natural,0
Oval,4620,2.02,I,SI2,lab,0
Round,2140,1.07,G,VS1,lab,0
Round,390,0.31,D,VVS2,lab,0
Round,2120,1.34,J,VS1,lab,0
Round,740,0.27,F,IF,natural,0
Princess,5100,1.01,G,VS2,natural,0
Princess,7980,1.51,I,VS2,natural,1
Round,1600,0.45,E,VS1,natural,0
Round,3630,2.03,J,VS2,lab,0
Oval,1340,0.82,F,VVS2,lab,0
Oval,1680,0.53,D,IF,natural,1
Emerald,1170,0.5,F,VS2,natural,1
Emerald,1160,1.0,I,SI2,lab,0
Pear,870,0.41,D,VS2,natural,0
Oval,1070,0.34,D,IF,natural,0
Round,4690,1.01,I,VVS2,natural,1
Princess,700,0.3,D,VVS2,natural,1
Round,1500,0.46,E,VVS2,natural,0
Pear,310,0.31,F,VS2,lab,0
Princess,1270,0.42,E,IF,natural,0
Oval,4890,1.0,H,VS2,natural,1
Round,790,0.3,E,VS1,natural,0
Oval,1340,0.5,F,SI1,natural,0
Round,1590,0.47,F,VVS2,natural,0
Round,770,0.58,H,VVS2,lab,0
Pear,710,0.59,E,VS2,lab,0
Emerald,750,0.4,D,SI1,natural,0
Princess,1270,0.51,H,VS1,natural,0
Round,880,0.3,E,VS2,natural,0
Emerald,5590,1.51,D,SI2,natural,0
Round,770,0.3,G,VS1,natural,0
Round,2550,0.52,E,VVS2,natural,0
Round,2090,1.15,H,VS1,lab,0
Round,1060,0.4,E,SI1,natural,0
Round,2750,0.7,G,VS1,natural,1
Radiant,1610,0.95,E,VS2,lab,0
Round,3190,1.8,J,VS1,lab,0
Pear,1870,0.54,E,VVS1,natural,0
Round,1930,0.61,G,SI1,natural,0
Oval,700,0.32,E,SI1,natural,0
Oval,4320,2.0,I,VS2,lab,1
Round,1400,0.45,D,VS2,natural,0
Round,11310,2.27,F,VVS2,lab,0
Oval,8800,3.03,I,VS2,lab,0
Round,810,0.3,E,VS2,natural,1
Round,1730,0.5,D,VS2,natural,1
Round,760,0.3,E,SI1,natural,0
Round,1080,0.3,E,IF,natural,0
Round,3190,0.65,D,VS1,natural,0
Princess,2830,0.8,F,VS1,natural,0
Round,2650,1.5,I,VS2,lab,1
Round,830,0.34,D,VS1,natural,0
Round,3330,1.09,F,VVS1,lab,0
Round,740,0.42,I,SI1,natural,0
Heart,680,0.56,E,VS2,lab,0
Pear,8930,1.51,H,SI1,natural,1
Emerald,1490,0.5,D,VVS2,natural,1
Round,850,0.3,D,VS2,natural,0
Round,5260,1.01,H,VS2,natural,1
Pear,1190,0.9,H,SI2,lab,0
Asscher,5430,2.11,H,SI1,lab,0
Round,630,0.27,E,VS2,natural,0
Round,3300,0.9,G,SI1,natural,1
Princess,760,0.35,F,VS1,natural,0
Round,750,0.31,F,SI2,natural,0
Round,790,0.3,F,VS2,natural,0
Round,1290,0.35,D,VVS2,natural,0
Emerald,800,0.3,F,VVS2,natural,0
Oval,7850,1.2,G,VS2,natural,0
Round,1170,0.34,E,VVS1,natural,0
Round,2290,0.52,H,VS1,natural,0
Princess,700,0.57,F,VS1,lab,0
Round,2120,1.21,I,VS2,lab,0
Round,4150,0.8,H,VVS1,natural,0
Round,350,0.3,D,VS2,lab,0
Pear,2130,1.03,G,VS2,lab,1
Pear,3000,0.9,F,SI2,natural,1
Round,11310,1.01,D,VVS2,natural,0
Round,1630,1.03,J,SI1,lab,0
Round,7450,1.01,E,SI1,natural,0
Round,4110,1.59,G,VS1,lab,0
Pear,1180,1.02,J,VS2,lab,0
Emerald,23720,3.8,E,VS1,lab,1
Pear,3740,1.6,G,VS2,lab,1
Round,1720,1.06,I,VVS2,lab,0
Round,2150,0.5,D,VS2,natural,0
Round,1260,0.4,E,VVS2,natural,0
Round,2100,0.51,H,VS2,natural,0
Radiant,9080,2.01,E,VS1,lab,0
Round,1030,0.4,D,SI1,natural,1
Oval,3350,0.9,I,SI2,natural,0
Oval,5410,1.2,I,SI2,natural,0
Oval,1440,0.91,G,VS2,lab,1
Round,2000,1.13,I,VS2,lab,0
Round,1140,0.4,E,VS2,natural,1
Round,1700,0.5,G,VS2,natural,0
Oval,1160,0.5,H,SI2,natural,0
Round,4350,0.8,G,VS2,natural,0
Round,2380,0.7,I,VVS1,natural,1
Oval,1940,1.05,H,VS1,lab,0
Emerald,1270,0.4,D,IF,natural,0
Cushion,4550,1.0,G,VS1,natural,0
Round,840,0.59,E,VS2,lab,0
Round,3570,0.8,G,VS2,natural,0
Round,1590,1.0,I,VS1,lab,0
Princess,820,0.41,E,VS2,natural,0
Cushion,8650,1.5,H,VS1,natural,0
Round,3500,1.22,E,VVS2,lab,0
Round,2130,1.3,I,VS1,lab,0
Marquise,570,0.6,J,VS2,lab,0
Radiant,10880,1.3,E,VVS1,natural,0
Oval,1220,0.7,E,VVS2,lab,0
Round,420,0.35,D,VS1,lab,0
Asscher,3970,1.0,H,VVS2,natural,0
Round,1790,0.5,H,VS1,natural,1
Round,4390,2.07,I,SI1,lab,0
Round,3120,0.7,H,VS2,natural,0
Round,1620,0.46,F,VVS1,natural,0
Round,1150,0.33,E,VVS1,natural,0
Cushion,6230,1.01,D,VVS2,natural,0
Round,820,0.31,F,VS2,natural,0
Round,3400,0.7,E,VS1,natural,0
Radiant,15870,3.3,E,VS2,lab,1
Emerald,1710,0.55,D,VVS1,natural,0
Round,4390,2.21,J,VS2,lab,0
Round,1450,0.45,F,VS1,natural,0
Round,10220,1.01,E,VVS1,natural,0
Round,1080,0.3,D,VVS1,natural,0
Round,1230,0.85,D,SI1,lab,1
Cushion,7210,2.07,G,VS1,lab,1
Cushion,11700,2.6,E,VS1,lab,0
Asscher,1720,1.01,E,SI1,lab,1
Oval,1080,0.7,E,VS2,lab,1
Round,4720,0.9,G,VVS2,natural,1
Pear,580,0.56,F,SI1,lab,0
Round,4540,0.9,I,VVS1,natural,0
Marquise,1860,1.07,H,VS1,lab,0
Marquise,1210,0.51,D,VS2,natural,1
Pear,550,0.32,G,VS2,natural,0
Round,5530,1.31,D,VVS2,lab,0
Round,350,0.3,D,VS2,lab,0
Round,1000,0.34,E,VS1,natural,0
Princess,490,0.31,G,VS2,natural,1
Emerald,730,0.3,F,VVS1,natural,0
Round,1460,1.1,J,VS2,lab,0
Pear,380,0.37,F,VS1,lab,0
Round,1110,0.42,H,VVS2,natural,0
Emerald,3840,1.51,F,VS2,lab,0
Round,870,0.3,D,VS2,natural,0
Round,2200,1.38,I,VS2,lab,0
Round,1760,0.46,F,VVS2,natural,0
Round,2000,1.03,F,VS2,lab,0
Round,1470,0.35,D,VVS1,natural,0
Emerald,2090,0.7,H,VS1,natural,0
Oval,5540,1.52,F,VS2,lab,0
Round,13060,2.19,F,SI2,natural,0
Cushion,8270,1.5,H,VS2,natural,0
Round,580,0.56,J,VS2,lab,0
Round,840,0.33,E,VS2,natural,0
Round,760,0.3,D,SI1,natural,0
Marquise,6060,1.0,D,VS1,natural,1
Round,1040,0.37,E,VS1,natural,0
Round,1200,0.6,I,SI1,natural,1
Round,800,0.32,F,SI2,natural,0
Pear,28780,3.62,D,VVS1,lab,0
Round,590,0.5,E,SI1,lab,0
Round,1120,0.4,G,VS1,natural,0
Radiant,4300,1.59,H,VS1,lab,1
Round,880,0.31,D,VVS1,natural,0
Round,1200,0.35,E,VVS1,natural,1
Round,1900,0.37,D,FL,natural,0
Round,3830,0.8,F,VVS1,natural,0
Round,7930,1.01,E,VVS2,natural,0
Round,580,0.27,F,VS2,natural,0
Round,3780,2.0,J,SI1,lab,0
Round,2930,0.65,F,IF,natural,0
Oval,360,0.35,D,VS2,lab,1
Round,360,0.32,E,VS2,lab,0
Round,630,0.3,H,VS2,natural,0
Oval,1500,1.0,I,SI1,lab,0
Oval,4670,2.04,I,SI2,lab,0
Radiant,5760,1.2,F,SI2,natural,0
Round,2760,0.62,G,VS1,natural,0
Round,2370,1.28,H,VS1,lab,0
Round,5170,1.0,E,SI2,natural,0
Pear,620,0.37,E,VS2,natural,0
Round,860,0.34,F,VS2,natural,0
Emerald,750,0.78,J,VS2,lab,1
Round,1090,0.46,I,SI1,natural,0
Round,4910,2.01,I,VS2,lab,0
Round,1340,0.45,G,VS1,natural,1
Round,2400,0.6,D,VS1,natural,0
Oval,470,0.47,G,VS1,lab,0
Cushion,6750,2.01,F,VS2,lab,0
Oval,1110,0.71,D,SI1,lab,1
Round,4130,0.73,D,VS1,natural,0
Round,3260,0.54,D,IF,natural,0
Round,790,0.32,G,VS2,natural,0
Round,2170,1.56,I,SI2,lab,0
Round,18150,2.39,I,SI2,natural,0
Round,6250,2.07,G,VS2,lab,0
Round,1450,0.5,I,VVS1,natural,0
Pear,1430,0.59,J,VVS2,natural,1
Round,10750,1.79,I,SI2,natural,0
Oval,5730,1.0,G,VVS2,natural,1
Oval,3010,1.51,I,VS2,lab,1
Round,810,0.46,J,VVS2,natural,1
Round,2640,0.7,H,VVS1,natural,1
Round,780,0.32,H,VVS1,natural,0
Pear,3000,1.0,E,VVS1,lab,0
Round,2320,1.0,E,VS1,lab,0
Round,930,0.34,E,VVS2,natural,0
Cushion,31860,4.12,E,IF,lab,1
Round,1690,1.21,J,VVS2,lab,0
Round,810,0.3,D,SI1,natural,0
Round,730,0.3,G,VS2,natural,0
Round,730,0.67,G,VS2,lab,0
Heart,580,0.31,H,SI1,natural,0
Oval,3470,1.7,I,VS2,lab,0
Round,2820,1.3,G,VS1,lab,0
Round,1790,0.5,E,VVS2,natural,1
Round,1900,1.07,I,VS2,lab,0
Pear,9800,1.51,E,SI1,natural,0
